word,synonym,haiku
FROTH,Foam,"Bubbles mass on top / Air and liquid mix and rise / Light as nothing weighs"
DEPTH,Deep,"How far down it goes / Measurement into the dark / Distance from surface"
GLOOM,Darkness,"Shadows fill the room / Light cannot find its way through / Melancholy reigns"
FLOOD,Deluge,"Water breaks all bounds / Rising past where it should stop / Overflow consumes"
TRAIT,Feature,"Characteristic / What makes you different from them / Defining quality"
GIRTH,Width,"Measurement around / Circumference of the trunk / Size at the middle"
PIETY,Devotion,"Faith lived every day / Religious reverence shown / Holy dedication"
GOOSE,Fowl,"Honking fills the sky / V formation heads due south / Feathers fly in fall"
FLOAT,Drift,"Buoyancy holds up / Surface tension does its work / Sinking is denied"
DONOR,Giver,"Generosity / Life saved through the gift of blood / Sharing what you have"
ATONE,Repent,"Making up for wrong / Penance paid to clear the debt / Forgiveness pursued"
PRIMO,First,"Top of the ranking / Quality above the rest / Excellence defined"
APRON,Smock,"Cloth guards the outfit / Kitchen splatters blocked with care / Protection worn well"
BLOWN,Gusted,"Wind has had its way / Air pushed through with mighty force / Scattered by the breeze"
CACAO,Bean,"Chocolate begins / Tropical pods hold the prize / Bitter before sweet"
LOSER,Failure,"Coming up short now / Victory belonged to them / Defeat marks the day"
INPUT,Entry,"Data going in / Information fed to system / Contribution made"
GLOAT,Boast,"Pride drips off each word / Rubbing in the victory / Humble this is not"
AWFUL,Terrible,"Nothing good exists / Quality has left the room / Dreadful through and through"
BRINK,Edge,"Right at the border / One step from falling over / Precipice awaits"
SMITE,Strike,"Divine force comes down / Punishment delivered hard / Wrath made physical"
BEADY,Small,"Tiny eyes watch close / Like little black shining dots / Sharp focused stare"
RUSTY,Corroded,"Metal meets its age / Oxidation claims the iron / Orange decay spreads"
RETRO,Vintage,"Old style comes back round / What was dated now is cool / Past becomes the trend"
DROLL,Witty,"Humor dry as dust / Amusing in a quiet way / Clever makes them smile"
GAWKY,Clumsy,"Limbs don't cooperate / Awkward body finds its way / Grace will come in time"
HUTCH,Cage,"Rabbit's wooden home / Small enclosure holds the pet / Shelter for the small"
PINTO,Spotted,"Patches mark the coat / Horse wears its pattern with pride / Two-toned beauty runs"
EGRET,Wader,"White bird stalks the shore / Long legs step through shallow pools / Elegant hunter"
LILAC,Lavender,"Purple blooms in spring / Fragrance fills the garden air / Beauty brief but sweet"
SEVER,Cut,"Separation clean / What was joined now falls apart / Connection ends here"
FIELD,Meadow,"Open land stretches / Grass waves beneath the wide sky / Room to run and play"
FLUFF,Fuzz,"Soft and light as air / Substance that barely exists / Weightless comfort floats"
AGAPE,Astonished,"Mouth hangs open wide / Shock has frozen every word / Wonder stops the jaw"
VOICE,Speech,"Sound shapes into words / Throat and tongue create the talk / Communication lives"
STEAD,Place,"Standing in for one / Position held by another / Substitute location"
BERTH,Bunk,"Sleeping spot at sea / Narrow bed in ship or train / Rest on the journey"
MADAM,Lady,"Formal address used / Respect conveyed in the word / Courtesy spoken"
NIGHT,Evening,"Darkness claims the sky / Stars emerge from hiding spots / Day releases hold"
BLAND,Plain,"Flavor failed to show / Nothing memorable remains / Dull upon the tongue"
LIVER,Organ,"Filter of the blood / Working silent in the dark / Body's chemistry lab"
WEDGE,Sliver,"Narrow at the end / Simple machine splits the whole / Angle does the work"
ROOMY,Spacious,"Plenty of room here / Stretch out without touching walls / Generous dimensions"
WACKY,Zany,"Normal left the chat / Bizarre behavior takes the stage / Weird and proud of it"
FLOCK,Herd,"Many move as one / Birds together fill the sky / Group travels in sync"
ANGRY,Furious,"Heat builds in the chest / Patience has exhausted all / Rage demands release"
TRITE,Stale,"Said too many times / Freshness has long since expired / Cliche fills the space"
APHID,Pest,"Tiny green invaders / Sucking life from tender plants / Garden's little curse"
TRYST,Rendezvous,"Secret meeting planned / Lovers find their hidden spot / Romance in shadow"
MIDGE,Gnat,"Small fly bothers all / Buzzing near the face and ears / Tiny irritation"
POWER,Strength,"Force to make things move / Control over what happens / Ability reigns"
ELOPE,Flee,"Love runs from the rules / Marriage without the blessing / Freedom found in flight"
CINCH,Snap,"Easy as can be / No challenge worth noting here / Simple to complete"
MOTTO,Slogan,"Words to live your life / Philosophy compressed tight / Guiding phrase remains"
STOMP,Tramp,"Feet fall hard and loud / Heavy steps announce the mood / Walking with intent"
UPSET,Disturbed,"Equilibrium lost / Feelings tumble out of place / Calm has left the room"
BLUFF,Fake,"Pretending to hold / Cards that never reached your hand / Deception hopes hard"
CRAMP,Spasm,"Muscle seizes tight / Pain contracts without warning / Knot forms in the flesh"
QUART,Measure,"Liquid measured out / Four cups fill the container / Volume standardized"
COYLY,Shyly,"Playful and reserved / Flirting while pretending not / Games of attraction"
YOUTH,Adolescence,"Young years pass too fast / Energy without wisdom / Age waits down the road"
RHYME,Verse,"Sounds match at the end / Poetry finds its rhythm / Words dance together"
BUGGY,Cart,"Wheels carry the load / Infant rides in comfort here / Pushing through the day"
ALIEN,Foreign,"Not from around here / Strange and different from the known / Outsider arrives"
SMEAR,Spread,"Wipe across surface / Blur the lines that once were sharp / Mess left in the wake"
UNFIT,Unsuitable,"Does not meet the mark / Lacking what the job requires / Inadequate shown"
PATTY,Cake,"Pressed flat for the grill / Meat formed into perfect rounds / Burger starts right here"
CLING,Grasp,"Holding on so tight / Refusing to let go now / Desperate attachment"
GLEAN,Gather,"Picking up the bits / Learning from what scraps remain / Knowledge found in pieces"
LABEL,Tag,"Name stuck to the thing / Categories assigned clear / Identity marked"
HUNKY,Muscular,"Strong and looking good / Attractive in a built way / Handsome and aware"
KHAKI,Tan,"Brown but not quite brown / Neutral color suits the pants / Military roots"
POKER,Cards,"Faces tell no tales / Betting on the hidden hand / Bluff and call and fold"
GRUEL,Porridge,"Thin and not much there / Subsistence in a sad bowl / Hunger barely met"
TWICE,Double,"Two times makes it so / Repetition multiplies / Once was not enough"
TWANG,Accent,"String snaps with a sound / Southern voice colors the words / Vibration speaks home"
SHRUG,Gesture,"Shoulders rise and drop / Indifference shown without words / Maybe yes maybe no"
TREAT,Reward,"Something special earned / Pleasure given as a gift / Indulgence enjoyed"
WASTE,Squander,"Resources thrown gone / Nothing useful came from that / Loss without return"
MERIT,Worth,"Deserving of praise / Quality earns the reward / Value demonstrated"
WOVEN,Knit,"Threads crossed and recrossed / Fabric made from patient work / Pattern takes its shape"
NEEDY,Wanting,"Hunger for more love / Emptiness demands be filled / Lacking and aware"
CLOWN,Jester,"Face paint hides the tears / Comedy masks the sadness / Laughter is the job"
IRONY,Satire,"Meaning flips around / What was said is not the point / Twist reveals the truth"
RUDER,Coarser,"Manners degraded / Less polite than what came first / Courtesy declines"
GAUZE,Mesh,"Thin woven bandage / Airy fabric covers wounds / Healing wrapped in light"
CHIEF,Leader,"Head of all the rest / Authority in the title / Boss makes the decisions"
ONSET,Start,"Beginning arrives / The first moment things kick off / Commencement is here"
PRIZE,Award,"Trophy for the win / Recognition of the best / Victory rewarded"
FUNGI,Mushroom,"Neither plant nor beast / Spores spread through the forest floor / Decomposers thrive"
CHARM,Allure,"Magnetism pulls / Personality attracts / Charisma shines through"
GULLY,Ravine,"Water carved this groove / Erosion's patient sculpture / Earth split by the flow"
INTER,Bury,"Laid beneath the ground / Final resting place prepared / Earth receives the dead"
WHOOP,Shout,"Joy explodes in sound / Celebration needs a voice / Happiness screams loud"
TAUNT,Mock,"Words meant to provoke / Cruelty disguised as play / Barbs thrown to hurt"
LEERY,Wary,"Trust has not arrived / Suspicion guards the threshold / Caution leads the way"
CLASS,Category,"Students fill the room / Learning grouped by common traits / Rank defines the set"
THEME,Motif,"Central thread runs through / Ideas woven together / Pattern holds the work"
LOFTY,Elevated,"High above the rest / Ambitions reach toward the sky / Grand beyond the norm"
TIBIA,Shinbone,"Leg bone bears the weight / Structure underneath the knee / Walking needs this strength"
BOOZE,Liquor,"Bottles line the bar / Spirits pour to ease the night / Drink your troubles gone"
ALPHA,First,"Leader of the pack / Beginning of the sequence / Dominant and prime"
THYME,Herb,"Fragrant leaves add life / Mediterranean gardens grow / Seasoning so small"
DOUBT,Uncertainty,"Questions cloud the mind / Confidence wavers and shakes / Trust not yet arrived"
PARER,Peeler,"Blade strips off the skin / Fruit made ready for the bite / Kitchen tool at work"
CHUTE,Slide,"Falling finds a path / Gravity guided through tube / Down the only way"
STICK,Rod,"Wood held in the hand / Simple tool for many tasks / Straight and firm and true"
TRICE,Instant,"Quick as it can be / Time measured in smallest bits / Flash and it is done"
ALIKE,Similar,"Mirrors of each other / Differences hard to find / Twins in all but name"
RECAP,Summary,"Bringing it all back / Main points gathered once again / Review of the tale"
SAINT,Holy,"Virtue lived complete / Heaven recognizes one / Blessed beyond the rest"
GLORY,Honor,"Radiance of fame / Achievement crowned with bright light / Triumph at its peak"
GRATE,Shred,"Metal teeth tear through / Cheese becomes a pile of bits / Friction does the work"
ADMIT,Confess,"Truth finally speaks / Barriers drop to let in / Honesty arrives"
BRISK,Quick,"Pace picks up with life / Energy moves through the air / Lively and alert"
SOGGY,Damp,"Waterlogged and limp / Moisture weighs the whole thing down / Dry is far away"
USURP,Seize,"Power taken wrong / Throne claimed without the right / Authority stolen"
SCALD,Burn,"Heat too much to bear / Water bites the tender skin / Steam warns of the pain"
SCORN,Contempt,"Disgust in the eyes / Looking down from heights of pride / Disdain fills the gaze"
LEAVE,Depart,"Stepping out the door / What was here now moves away / Absence takes the place"
TWINE,String,"Fibers wound as one / Rope made from the twisted strands / Binding things secure"
STING,Pierce,"Sharp pain sudden strikes / Venom enters through the wound / Insects leave their mark"
BOUGH,Branch,"Limb extends from trunk / Tree arm reaches for the light / Wood becomes the reach"
MARSH,Wetland,"Soggy ground persists / Water and land blur their lines / Neither dry nor deep"
SLOTH,Laziness,"Moving slow as slow / Effort seems too much to give / Rest preferred to work"
DANDY,Dapper,"Dressed beyond the need / Style perfected to the inch / Fashion as a life"
VIGOR,Energy,"Vitality flows / Strength and health combine in force / Life lived at full power"
HOWDY,Hello,"Western greeting calls / Casual and warm at once / Friendly opens doors"
ENJOY,Relish,"Pleasure fills the time / Happiness found in the act / Savor every bit"
VALID,Sound,"Logic holds its ground / Reasoning passes the test / True and well-supported"
IONIC,Charged,"Atoms gain or lose / Chemistry of attraction / Bonds formed through the charge"
EQUAL,Same,"Balance on the scale / Neither more nor less than that / Fairness measured true"
FLOOR,Ground,"Surface underfoot / Foundation of every room / Support from below"
CATCH,Grab,"Hands close on the prize / What was thrown is now secured / Capture in the act"
SPADE,Shovel,"Digging tool stands ready / Metal blade breaks through the earth / Gardens start with this"
STEIN,Mug,"Beer fills up the glass / German tankard holds the brew / Drinking done in style"
EXIST,Be,"Being is enough / Presence in the universe / Here and now and real"
QUIRK,Oddity,"Strange little habit / Personality's rough edge / Different makes you you"
DENIM,Jean,"Blue fabric endures / Workwear turned to fashion staple / Cotton woven tough"
GROVE,Copse,"Trees gathered in peace / Small forest within the land / Shade from clustered trunks"
SPIEL,Pitch,"Rehearsed words pour out / Sales talk polished smooth and quick / Patter seeks the sale"
MUMMY,Corpse,"Wrapped in ancient cloth / Preserved through the centuries / Death defying time"
FAULT,Flaw,"Crack runs through the whole / Imperfection mars the thing / Blame finds its home here"
FOGGY,Misty,"Vision lost in gray / Air thick with suspended drops / Clarity obscured"
FLOUT,Defy,"Rules openly scorned / Convention meets its rebel / Disregard with pride"
CARRY,Transport,"Weight moved place to place / Burden shifted on the back / Bringing what is needed"
SNEAK,Creep,"Movement made unseen / Stealth guides every quiet step / Hidden approach works"
LIBEL,Slander,"Written lies that hurt / Reputation torn by words / Falsehood put to page"
WALTZ,Dance,"Three-four time swirls round / Partners glide across the floor / Elegance in steps"
APTLY,Fittingly,"Perfect word applied / Appropriate to the case / Right choice for the moment"
PINEY,Woodsy,"Forest scent prevails / Evergreen perfumes the air / Nature's fresh cologne"
INEPT,Clumsy,"Skill has not arrived / Fumbling through the simple task / Competence is far"
ALOUD,Audibly,"Voice breaks the silence / Words given to the air / Speaking to be heard"
PHOTO,Picture,"Light captured in frame / Moment frozen for all time / Memory preserved"
DREAM,Vision,"Sleep brings other worlds / Mind wanders where body can't / Night's imagination"
STALE,Old,"Freshness long since gone / Time has taken all the life / Past its prime by far"
BEGIN,Start,"First step on the path / Everything has an origin / Motion breaks the still"
SPELL,Charm,"Magic words take hold / Enchantment woven through air / Power in the sounds"
RAINY,Wet,"Drops fall from the gray / Sky releases all its tears / Earth drinks what it needs"
UNITE,Join,"Coming together / What was apart now is one / Strength in the union"
MEDAL,Award,"Metal marks the win / Achievement hung round the neck / Honor made to wear"
VALET,Attendant,"Service parks your car / Keys exchanged at the door / Convenience has help"
INANE,Silly,"Sense has left the room / Foolishness fills up the space / Meaning not included"
MAPLE,Tree,"Leaves blaze red in fall / Syrup flows from tapped bark / Canada's proud symbol"
SNARL,Growl,"Teeth bared in warning / Anger twists the animal / Threat in every line"
BAKER,Cook,"Dough becomes the bread / Ovens heat the rising loaves / Morning smells of fresh"
THERE,Yonder,"Pointing to that place / Location marked by the word / Distance indicated"
GLYPH,Symbol,"Carved mark tells its tale / Ancient writing on the stone / Picture holds the word"
AVERT,Prevent,"Turning away harm / Crisis dodged at final hour / Disaster avoided"
BRAVE,Courageous,"Fear faced without flinch / Courage rises to the call / Heroes find their strength"
AXIOM,Principle,"Truth self-evident / Foundation needs no support / Given from the start"
PRIME,Main,"First and most important / Quality at its highest / Best of all the rest"
DRIVE,Propel,"Force pushes ahead / Motivation moves the wheels / Energy applied"
FEAST,Banquet,"Table overflows / Celebration feeds the crowd / Abundance shared out"
ITCHY,Irritated,"Skin demands the scratch / Sensation will not relent / Relief in the rub"
CLEAN,Pure,"Dirt removed complete / Spotless surface shines again / Nothing left behind"
HAPPY,Joyful,"Contentment fills up / Smile spreads across the face / Pleasure in the heart"
TEPID,Lukewarm,"Neither hot nor cold / Temperature uncommitted / Somewhere in between"
UNDUE,Excessive,"More than warranted / Proportion lost to extreme / Too much for the case"
STUDY,Research,"Mind engages deep / Learning requires the effort / Knowledge sought with care"
EJECT,Expel,"Forced out with no choice / Removal swift and complete / Exit not optional"
CHAFE,Rub,"Friction hurts the skin / Repetition wears it raw / Irritation grows"
TORSO,Trunk,"Body's central mass / Chest and belly form the core / Limbs branch from this base"
ADORE,Love,"Affection runs deep / Devotion without reserve / Heart given complete"
WOKEN,Roused,"Sleep has been disturbed / Consciousness returns again / Eyes open to day"
AMBER,Golden,"Fossilized tree tears / Yellow-orange captures time / Ancient color glows"
JOUST,Tilt,"Lances point ahead / Knights charge on their armored steeds / Medieval combat"
INFER,Deduce,"Clues lead to the thought / Reasoning fills in the gaps / Conclusion derived"
BRAID,Plait,"Strands woven as one / Hair twisted into pattern / Three become the one"
KNOCK,Rap,"Knuckles hit the wood / Announcing arrival here / Door requests response"
NAIVE,Innocent,"World still seems so kind / Experience has not taught / Trust given too free"
APPLY,Submit,"Putting self forward / Request made with hope inside / Opportunity sought"
SPOKE,Said,"Words left the mouth then / Past tense of the telling done / Communication was"
USUAL,Normal,"Same as always goes / Nothing different from before / Expected and known"
RIVAL,Competitor,"Opposition stands / Both want what one can have / Contest defines them"
PROBE,Investigate,"Searching for the truth / Digging deep beneath surface / Questions seek answers"
CHORD,Harmony,"Notes combined as one / Music's building block rings out / Sound becomes the song"
TAPER,Narrow,"Thick becomes the thin / Gradual reduction shown / Width decreasing slow"
SLATE,Stone,"Gray rock splits in sheets / Rooftops made from layered earth / Writing surface waits"
THIRD,Bronze,"After first and second / Position on the podium / Not quite but still close"
LUNAR,Moon,"Orbiting the earth / Silver light in darkest night / Tides follow its pull"
EXCEL,Surpass,"Rising above all / Performance beyond the rest / Excellence achieved"
AORTA,Artery,"Largest vessel pumps / Heart's highway carries the blood / Life flows through this tube"
POISE,Balance,"Composure maintained / Grace under pressure holds firm / Calm in every storm"
EXTRA,Additional,"More than was required / Beyond what the count demanded / Surplus sits aside"
JUDGE,Arbiter,"Decision rests here / Wisdom weighs the evidence / Verdict will be made"
CONDO,Unit,"Ownership stacked high / Apartment that you can buy / Home without the yard"
IMPEL,Drive,"Force pushes to act / Motivation will not stop / Movement is required"
HAVOC,Chaos,"Destruction runs wild / Order has abandoned ship / Mayhem takes the stage"
MOLAR,Tooth,"Back teeth do the grind / Crushing food for digestion / Chewing's heavy work"
MANLY,Masculine,"Traits deemed for the men / Strength and stoic combined / Gender expectations"
WHINE,Complain,"High-pitched grievance sounds / Dissatisfaction voiced shrill / Annoying protest"
SKIRT,Hem,"Fabric wraps the waist / Legs free beneath the drape / Fashion flows below"
ANTIC,Prank,"Playful mischief reigns / Silly behavior takes stage / Clowning brings the laughs"
LAYER,Level,"Stacked upon the rest / Depth built through accumulation / Sheets make up the whole"
SLEEK,Smooth,"Polished to perfection / Lines flow without interruption / Elegant design"
BELIE,Contradict,"Appearance deceives / What shows hides what truly is / Surface lies to you"
LEMON,Citrus,"Yellow sour waits / Pucker forms upon the lips / Tartness wakes the tongue"
OPERA,Performance,"Voices fill the hall / Drama sung at full volume / Art form of excess"
PIXIE,Fairy,"Tiny mischief flies / Mythical creature plays tricks / Magic in small form"
GRIMY,Dirty,"Covered thick with filth / Cleanliness is far away / Layers of the grime"
SEDAN,Car,"Four doors for the ride / Practical transportation / Family vehicle"
LEAPT,Jumped,"Spring propelled the form / Air beneath the rising feet / Gravity defied"
HUMAN,Person,"Species of our kind / Mortal walking on two legs / Consciousness alive"
KOALA,Marsupial,"Eucalyptus life / Sleeping in Australian trees / Fuzzy ears so cute"
SPIRE,Steeple,"Point reaches for sky / Church tower marks the faithful / Vertical worship"
FROCK,Dress,"Garment flows with grace / Formal wear for occasions / Fabric drapes complete"
ADOPT,Embrace,"Taking as your own / Family formed through the choice / Love not blood decides"
CHARD,Vegetable,"Leafy green awaits / Rainbow stems add color bright / Garden nutrition"
MUCKY,Muddy,"Filth clings to the boots / Cleanliness gave up the fight / Dirt rules everything"
ALTER,Change,"Transformation comes / What was shifts to something new / Different emerges"
BLURB,Summary,"Brief description sells / Back cover makes the promise / Words to hook the reader"
MATEY,Friendly,"Pirate greeting calls / Camaraderie in the word / Pal upon the seas"
ELUDE,Escape,"Slipping from the grasp / Capture cannot find its mark / Freedom through evasion"
COUNT,Tally,"Numbers add them up / Each one included in sum / Total comes from this"
MAIZE,Corn,"Golden kernels grow / Americas gave this gift / Staple of the land"
BEEFY,Muscular,"Built thick and strong / Meat on the bones shows the strength / Solid through and through"
WORRY,Fret,"Anxiety gnaws / Mind circles the troubled thought / Peace cannot arrive"
FLIRT,Tease,"Playful hints are dropped / Romance tested at the edge / Interest signaled soft"
FISHY,Suspicious,"Something seems off here / Trust hesitates at the door / Doubt smells the deceit"
CRAVE,Desire,"Wanting will not stop / Hunger for the specific / Need that must be fed"
CROSS,Angry,"Patience has run out / Irritation shows its face / Displeasure expressed"
SCOLD,Rebuke,"Sharp words rain down hard / Disapproval made quite clear / Lecture for the wrong"
SHIRK,Avoid,"Duty dodged again / Responsibility fled / Work left for others"
TASTY,Delicious,"Flavor hits the spot / Tongue approves of every bite / Yummy fills the mouth"
UNLIT,Dark,"Light has not arrived / Darkness holds the space complete / Switch waits for the flip"
DANCE,Move,"Body finds the beat / Rhythm guides the stepping feet / Joy in motion lives"
NINTH,Ordinal,"After eight comes this / Position in the sequence / Almost at the ten"
APPLE,Fruit,"Red or green or gold / Crunch breaks through to sweet inside / Orchard's perfect gift"
FLAIL,Thrash,"Limbs fly without aim / Control has left the building / Struggling wildly shown"
STAGE,Platform,"Performers take place / Spotlight finds the waiting form / Show is about to start"
HEADY,Intoxicating,"Overwhelms the sense / Strong effect takes over all / Powerful impact"
DEBUG,Fix,"Hunting for the flaw / Code error must be found / Problem tracked and killed"
GIANT,Huge,"Size beyond the norm / Towering above the rest / Massive in all ways"
USAGE,Use,"How the thing gets used / Application of the tool / Purpose put to work"
SOUND,Audio,"Waves reach the ear / Vibration becomes the heard / Noise and music both"
SALSA,Sauce,"Tomatoes meet heat / Latin flavor on the chip / Dancing for the tongue"
MAGIC,Wonder,"Impossible made real / Rules of nature bent aside / Enchantment takes hold"
CACHE,Stash,"Hidden store awaits / Secret supply tucked away / Reserve for later"
AVAIL,Benefit,"Use that can be had / Purpose served by what is here / Help to be obtained"
KIOSK,Booth,"Small stand serves the need / Information or the snack / Compact commerce works"
SWEAT,Perspiration,"Salt water beads up / Body cools through effort's cost / Exertion has proof"
RUDDY,Reddish,"Healthy color glows / Cheeks flushed with the life inside / Complexion robust"
RIPER,Mature,"More ready than before / Fruit progresses toward sweet / Time improves the taste"
VAGUE,Unclear,"Definition blurs / Precision is not the point / Foggy understanding"
ARBOR,Bower,"Garden structure stands / Vines climb up the wooden frame / Shade from living roof"
FIFTY,Number,"Half of the hundred / Midpoint on the counting scale / Five tens make the sum"
SYRUP,Sweetener,"Thick and slow it pours / Sugar concentrated down / Pancakes need this flow"
WORSE,Inferior,"Quality has dropped / Compared to what came before / Decline is observed"
POLKA,Dance,"Dots or bouncing steps / European rhythm hops / Lively partner fun"
MOOSE,Elk,"Antlers spread so wide / Northern forests hold this beast / Massive deer walks proud"
ABOVE,Over,"Higher than the rest / Position looking down from there / Elevation claimed"
SQUAT,Crouch,"Low to the ground now / Legs bent under body's weight / Exercise or rest"
TREND,Fad,"Direction things go / Popular movement of now / Fashion of the time"
TOXIC,Poisonous,"Harmful to the touch / Danger lurks within this thing / Health threatened by it"
PINKY,Finger,"Smallest of the five / Dainty digit at the end / Promise made with this"
HORSE,Steed,"Four hooves thunder past / Mane flows in the rushing wind / Noble creature runs"
REGAL,Royal,"Bearing of a king / Dignity in every move / Majesty displayed"
WHERE,Location,"Question seeks the place / Position to be determined / Geography asked"
REVEL,Celebrate,"Joy expressed with gusto / Party reaches fever pitch / Delight unrestrained"
EMAIL,Message,"Digital words sent / Inbox holds the communication / Modern letter waits"
BIRTH,Delivery,"New life emerges / First breath taken in this world / Beginning of all"
BLAME,Fault,"Finger points at one / Responsibility assigned / Guilt placed on the head"
SURLY,Grumpy,"Bad mood will not lift / Pleasantness is not the goal / Gruff in every way"
SWEEP,Brush,"Broom pushes debris / Clean floor follows every stroke / Dust collected up"
CIDER,Drink,"Apples pressed for juice / Autumn in a glass served cold / Orchard's liquid gold"
MEALY,Grainy,"Texture not quite right / Soft in disappointing way / Fruit past perfect prime"
YACHT,Vessel,"Luxury floats by / Wealth sailing on the water / Expensive freedom"
CREDO,Belief,"Statement of the faith / Principles declared aloud / What one stands upon"
GLOVE,Mitt,"Hand wrapped up in warmth / Fingers covered from the cold / Protection worn snug"
TOUGH,Hard,"Difficulty reigns / Not easy to get through this / Resistance is strong"
DUVET,Comforter,"Fluffy warmth on bed / Feathers trapped in cotton shell / Sleep beneath this cloud"
STAID,Sedate,"Conservative and calm / Excitement is not the style / Steady and restrained"
GROUT,Filler,"Between tiles it sits / Sealing gaps with paste and time / Bathroom maintenance"
VOTER,Citizen,"Ballot cast with care / Democracy needs this act / Voice in the system"
UNTIE,Loosen,"Knots come apart now / What was bound is now set free / Release from the bind"
GUANO,Fertilizer,"Bird droppings pile up / Islands rich with nitrogen / Waste becomes the wealth"
HURRY,Rush,"Speed becomes the need / Time presses hard on the heels / Quick or else too late"
BESET,Plagued,"Troubles surround all / Problems from every direction / Overwhelmed by woes"
BREAD,Loaf,"Staff of life rises / Grain transformed by yeast and heat / Daily sustenance"
EVERY,All,"None left out at all / Complete inclusion achieved / Total coverage"
MARCH,Stride,"Walking with purpose / Feet fall in the steady beat / Progress step by step"
STOCK,Supply,"Inventory waits / Goods ready for the selling / Shares in company"
FLORA,Plants,"Green things of the world / Vegetation in its forms / Botanical life"
RATIO,Proportion,"Numbers in relation / One compared against the other / Balance in the math"
SMASH,Shatter,"Force breaks all apart / Impact destroys what once was / Destruction complete"
LEAFY,Green,"Foliage abounds / Vegetation thick and full / Chlorophyll prevails"
LOCUS,Point,"Location defined / Position in the space marked / Where the thing resides"
LEDGE,Shelf,"Narrow platform waits / Edge extends from larger mass / Precarious perch"
SNAFU,Mess,"Situation fouled / Plans have gone completely wrong / Chaos is the norm"
UNDER,Below,"Position beneath / Lower than the reference point / Down from where it sits"
QUALM,Doubt,"Uneasiness stirs / Conscience raises its concerns / Hesitation born"
BORAX,Mineral,"White powder cleans well / Laundry booster from the earth / Chemistry helps home"
CARAT,Weight,"Diamond measured here / Gold purity counted too / Precious standards set"
THIEF,Robber,"Taking what's not theirs / Stealth and crime combine as one / Property displaced"
AGONY,Pain,"Suffering extreme / Body or soul in torment / Anguish without end"
DWELT,Lived,"Residence was there / Past tense of the staying put / Home was in that place"
WHIFF,Scent,"Brief smell passes by / Nose catches just a moment / Hint upon the air"
HOUND,Dog,"Nose leads the pursuit / Tracking scent across the land / Hunter's faithful friend"
THUMP,Bang,"Heavy sound lands hard / Impact announces itself / Force makes itself known"
PLATE,Dish,"Food rests on this round / Ceramic holds the meal / Table setting waits"
KAYAK,Canoe,"Paddle dips and pulls / Small boat slices through the calm / Water adventure"
BROKE,Poor,"Money has run out / Accounts empty of the funds / Wealth is not the state"
UNZIP,Open,"Teeth separate now / Fastener releases hold / Access granted here"
DITTO,Same,"Copying what's said / Agreement without new words / Duplicate expressed"
JOKER,Jester,"Wild card in the deck / Comedy masks something more / Trickster plays the game"
METRO,Subway,"Underground trains run / City transit through the tunnels / Urban arteries"
LOGIC,Reason,"Mind follows the rules / Conclusions drawn from the facts / Rational thought flows"
CIRCA,Around,"Approximate time / Date not exactly pinned down / Roughly in that era"
CEDAR,Wood,"Aromatic tree / Red-brown lumber resists rot / Closets smell of this"
PLAZA,Square,"Open space in town / Public gathering unfolds / City's living room"
RANGE,Span,"Distance covered here / From the low point to the high / Extent of the spread"
SULKY,Moody,"Pouting fills the face / Cheerfulness has left the room / Gloom without the words"
HORDE,Swarm,"Many press as one / Numbers overwhelming all / Mass descends en force"
GUPPY,Fish,"Tiny swimmer darts / Aquarium's small jewel / Colorful and quick"
BELOW,Under,"Down from this position / Lower than the reference point / Beneath where we stand"
ANGER,Rage,"Heat rises within / Patience has been exhausted / Fury takes control"
GHOUL,Monster,"Grave robber lurks near / Undead horror seeks its prey / Nightmare creature waits"
AGLOW,Radiant,"Light shines from within / Warmth visible on the surface / Illuminated bright"
COCOA,Chocolate,"Warm cup on cold nights / Bean becomes the comfort drink / Sweet heat soothes the soul"
ETHIC,Moral,"Principles applied / Right and wrong guide the choices / Values put to work"
BROOM,Sweeper,"Bristles push debris / Handle guides the cleaning strokes / Floor maintenance done"
SNACK,Bite,"Between meals eating / Small portion satisfies now / Hunger held at bay"
ACRID,Bitter,"Sharp smell stings the nose / Harsh and unpleasant assault / Chemical warning"
SCARF,Wrap,"Fabric warms the neck / Winter accessory worn / Style meets function here"
CANOE,Boat,"Paddle strokes propel / Gliding on the quiet lake / Simple water craft"
LATTE,Coffee,"Milk meets espresso / Foam art crowns the morning cup / Caffeine made creamy"
PLANK,Board,"Flat wood serves the need / Pirate's punishment awaits / Building material"
SHORN,Clipped,"Cut away complete / What grew has been removed now / Trimmed down to the base"
GRIEF,Sorrow,"Loss carves out the heart / Mourning takes its needed time / Sadness runs its course"
FLASK,Container,"Metal holds the drink / Hip pocket carries the stash / Portable vessel"
BRASH,Bold,"Confidence excess / Caution thrown aside with force / Rashness leads the way"
IGLOO,Shelter,"Ice becomes the home / Snow blocks stack to make the dome / Arctic architecture"
CLERK,Worker,"Counter service waits / Paperwork filed with care / Office worker toils"
UTTER,Complete,"Total and entire / Absolute in every way / Nothing held in reserve"
BAGEL,Roll,"Dough boiled then baked / Circular with hole inside / Cream cheese finds its home"
SWINE,Pig,"Farm animal oinks / Mud-loving creature roots deep / Pork before the plate"
RAMEN,Noodles,"Broth steams in the bowl / Japanese comfort food waits / Slurping is allowed"
SKIMP,Stint,"Giving less than due / Economy taken too far / Shortchanging the need"
