Word,Synonym,Haiku
INCEL,Celibate,"Involuntary state / Online community dark / Resentment festers"
INKED,Tattooed,"Design permanent / Contract signature made / Pen marked the page"
INSET,Insert,"Smaller inside piece / Map corner shows detail / Placed within the whole"
INTEL,Information,"Intelligence gathered / Data for decision made / Knowledge collected"
INURE,Harden,"Accustomed to pain / Exposure built tolerance / No longer bothered"
IRKED,Annoyed,"Irritation sparked / Small thing caused big bother / Patience was tested"
IVIED,Covered,"Vines climbed the walls / Green growth enveloped all / Academic look"
JADED,Cynical,"Wonder has departed / Too much experience / Enthusiasm gone"
JANKY,Shabby,"Poor quality shown / Unreliable and cheap / Sketchy and broken"
JAPED,Joked,"Jest was made in fun / Mockery delivered light / Humor attempted"
JAWED,Talked,"Conversation long / Chatting went on and on / Discussion happened"
JERRY,Makeshift,"Rigged in haste crude / Temporary fix applied / Improvised poorly"
JIBED,Agreed,"Sailing turn was made / Opinions matched up well / Harmony achieved"
JIHAD,Struggle,"Holy war concept / Internal spiritual fight / Islamic principle"
JIMMY,Pry,"Crowbar does the work / Forcing open what was locked / Name also common"
JOKED,Kidded,"Humor was attempted / Laughter was the goal here / Wit was displayed"
JOKEY,Humorous,"Full of playful jest / Not to be taken serious / Lighthearted approach"
JOULE,Unit,"Energy measured / Work and heat quantified / Physics standard named"
JOWLY,Fleshy,"Cheeks hang with extra / Facial droop apparent / Loose skin evident"
JUDGY,Critical,"Quick to criticize / Opinions formed too fast / Disapproval shown"
JUKED,Dodged,"Fake move succeeded / Defender was left behind / Evasion complete"
JULEP,Drink,"Mint and bourbon meet / Kentucky Derby classic / Sweet Southern cocktail"
JUNKY,Shabby,"Poor quality made / Addicted to substances / Worthless condition"
KABOB,Skewer,"Meat on stick grilled / Middle Eastern favorite / Chunks cooked over flame"
KAPUT,Broken,"No longer working / Done and finished completely / Destroyed beyond use"
KARAT,Purity,"Gold measured by this / Twenty-four means pure metal / Quality standard"
KEMPT,Neat,"Tidy and well-groomed / Opposite of unkempt state / Care was taken here"
KEYED,Scratched,"Surface was damaged / Excited state achieved / Lock was opened"
KIDDO,Child,"Affectionate term / Young one addressed with warmth / Little one named"
KINDA,Sort of,"Kind of abbreviated / Somewhat of this nature / Informal speech"
KISSY,Affectionate,"Wanting to smooch / Full of romantic gestures / Lovey-dovey mood"
KLUTZ,Clod,"Clumsy person trips / Coordination lacking / Graceless movement made"
KNISH,Pastry,"Jewish comfort food / Dough wrapped around filling / Eastern European"
KOOKY,Eccentric,"Strange in a fun way / Unconventional behavior / Quirky personality"
KORAN,Scripture,"Islamic holy book / Divine revelation text / Muslim faith's guide"
KUDOS,Praise,"Acclaim given here / Recognition deserved / Credit where it's due"
KUDZU,Vine,"Invasive plant spreads / Southern US problem grows / Smothering the land"
KUGEL,Casserole,"Jewish noodle dish / Baked pudding comfort food / Sweet or savory"
KVELL,Gloat,"Yiddish pride expressed / Bursting with joy for success / Parental bragging"
LACED,Tied,"Shoes secured with string / Drink was spiked with something / Pattern interwoven"
LACEY,Delicate,"Fabric shows the holes / Decorative and feminine / Intricate design"
LAITY,Laypeople,"Non-clergy members / Religious community / Ordinary faithful"
LAMED,Crippled,"Movement was impaired / Hebrew letter also named / Injury occurred"
LAMER,Weaker,"More feeble than that / Excuse even worse / Less convincing still"
LARCH,Tree,"Conifer drops needles / Deciduous evergreen / Mountain timber grows"
LATEX,Rubber,"Stretchy material / Gloves made from this substance / Natural tree sap"
LATKE,Pancake,"Potato fried crisp / Hanukkah celebration / Jewish comfort food"
LAVED,Washed,"Water cleansed the form / Bathing done with care / Poetic cleaning"
LAYUP,Shot,"Easy basket made / Close range scoring attempt / Simple point achieved"
LAZED,Lounged,"Nothing much was done / Relaxation took over / Idleness embraced"
LEGIT,Legitimate,"Real and authentic / Valid without question / Genuine confirmed"
LEMMA,Proposition,"Math theorem helper / Linguistic dictionary form / Preliminary proof"
LETUP,Pause,"Relief finally came / Intensity decreased some / Break in the pressure"
LEVEE,Embankment,"Flood wall holds the water / River barrier stands / Protection from surge"
LEXIS,Vocabulary,"Words of a language / Linguistic stock measured / Dictionary's domain"
LIFER,Inmate,"Prison term forever / Career soldier serves long / Committed for life"
LIKED,Enjoyed,"Approval was given / Fondness was expressed / Social media clicked"
LIMEY,British,"Sailor nickname stuck / Vitamin C prevented scurvy / English slang term"
LINED,Marked,"Paper had the guides / Queue formed in order / Wrinkles showed age"
LIPPY,Mouthy,"Back talk delivered / Impertinent speech given / Disrespectful words"
LITER,Measure,"Metric volume unit / Liquid quantity named / Thousand milliliters"
LITRE,Volume,"British spelling waits / Same measure different form / Metric standard"
LIVED,Existed,"Life was experienced / Dwelling was inhabited / Survived the ordeal"
LIVEN,Enliven,"Make more exciting / Energy injection given / Bring life to the thing"
LOBED,Divided,"Sections rounded out / Ear's lower part described / Botanical term"
LOESS,Soil,"Wind-blown sediment / Fertile yellow earth / Geological deposit"
LOGON,Access,"Computer entry / Authentication begins / Session starts now"
LOLLY,Candy,"Sucker on a stick / British slang for money / Sweet treat enjoyed"
LONER,Solitary,"Preferring alone / Social contact avoided / Independence rules"
LOONY,Crazy,"Sanity departed / Canadian dollar coin / Mad as they come"
LOPED,Galloped,"Long strides covered ground / Easy running rhythm / Bounding gait achieved"
LORDY,Exclamation,"Surprise expressed loud / Southern interjection / Goodness gracious me"
LOTTO,Lottery,"Numbers bring the dream / Jackpot hopefuls wait / Lucky draw tonight"
LOTUS,Flower,"Sacred bloom floats pure / Rising from the muddy depths / Eastern symbol shines"
LOVED,Adored,"Affection was given / Deep caring was expressed / Heart belonged to one"
LUBED,Oiled,"Friction was reduced / Machinery ran smooth / Slippery applied"
LUCRE,Money,"Filthy kind implies / Profit gained through wrong / Cash by any name"
LUGER,Pistol,"German handgun named / Olympic sled sport too / Weapon historical"
LURED,Enticed,"Temptation succeeded / Bait attracted the target / Drawn in by the trap"
LUTED,Sealed,"Airtight bond was made / Stringed instrument played / Chemistry closure"
MALTY,Flavorful,"Beer taste described / Barley essence present / Rich and grain-like"
MAMBA,Snake,"Deadly African / Speed and venom combined / Fatal bite awaits"
MANNA,Food,"Heaven sent the bread / Miraculous provision / Divine sustenance"
MANSE,House,"Clergy residence / Minister's home provided / Church property"
MATED,Paired,"Reproduction done / Chess victory achieved / Partner was found"
MATZO,Bread,"Unleavened and flat / Passover requirement / Exodus remembered"
MAVEN,Expert,"Knowledge runs deep / Authority in the field / Go-to person here"
MAXED,Peaked,"Limit was reached full / Credit card exhausted / Maximum achieved"
MENSA,Society,"High IQ required / Intellectual club / Genius gathering"
MESHY,Netted,"Full of holes and gaps / Fabric see-through quality / Grid-like structure"
MESSY,Untidy,"Disorder prevails / Cleanliness absent here / Chaos visible"
METED,Dispensed,"Justice handed out / Portions allocated / Punishment given"
METRE,Measure,"British length spelling / Poetry's rhythmic pattern / Metric standard"
MEWED,Cried,"Cat sound was made / Gull called from the shore / Caged hawk waited"
MEZZO,Middle,"Soprano's lower range / Italian for medium / Half of something more"
MIASM,Vapor,"Noxious air rises / Disease theory old / Poisonous atmosphere"
MIKED,Amplified,"Microphone attached / Sound was captured properly / Audio enhanced"
MILER,Runner,"Four laps around track / Distance specialty athlete / Middle distance star"
MIMED,Acted,"Silent performance / Gestures told the story / Words were not needed"
MINED,Extracted,"Earth gave up its treasure / Data was harvested / Resources removed"
MIRED,Stuck,"Trapped in the muddy / Difficulties surrounded / Progress was halted"
MISTY,Foggy,"Haze obscures the view / Moisture fills the air / Eyes tear up with emotion"
MIXED,Blended,"Combination made / Ingredients were combined / Confusion resulted"
MIXER,Blender,"Appliance churns / Social gathering held / DJ works the board"
MIXUP,Confusion,"Error occurred here / Things got crossed and tangled / Mistake was made"
MOCHI,Treat,"Japanese rice cake / Chewy sweet dessert / Pounded glutinous"
MODUS,Method,"Operandi follows / Way of doing things / Mode of operation"
MOLLY,Drug,"MDMA street name / Fish type also known / Common girl's name"
MOMMA,Mother,"Maternal figure / Caregiver addressed / Parent affection"
MOOED,Lowed,"Cow made its sound / Bovine vocalization / Pasture conversation"
MOPED,Sulked,"Brooded without words / Small motorized bike rode / Depression showed"
MOPER,Sulker,"One who pouts all day / Melancholy personified / Gloomy individual"
MOPEY,Glum,"Sadness on display / Low spirits prevalent / Downcast demeanor"
MORAY,Eel,"Ocean predator / Hiding in the reef crevice / Teeth ready to strike"
MOSEY,Stroll,"Slow amble along / Unhurried movement made / Wandering with ease"
MOULD,Form,"British shape spelling / Fungus grows in damp / Cast creates the copy"
MOUSY,Timid,"Quiet and withdrawn / Brown and unremarkable / Shy like the rodent"
MOVED,Relocated,"Position was changed / Emotions were stirred / Progress was made"
MOWED,Cut,"Grass was trimmed down / Lawn maintenance completed / Enemies defeated"
MOXIE,Courage,"Spirit and nerve shown / Bold determination / Fearless attitude"
MUSED,Pondered,"Thoughts were contemplated / Inspiration was considered / Reflection occurred"
MUSSY,Messy,"Disheveled and rumpled / Untidy appearance / Unkempt condition"
MUTED,Softened,"Volume was reduced / Colors were subdued / Sound was silenced"
NABOB,Mogul,"Wealthy person sits / Historical Indian official / Big shot in power"
NACHO,Chip,"Cheese-covered tortilla / Mexican appetizer / Game day favorite"
NAGGY,Pestering,"Constant complaints made / Repetitive criticism / Irritating reminders"
NAKED,Bare,"Nothing covers skin / Truth exposed completely / Vulnerable and raw"
NAMED,Called,"Title was given / Identification made / Specified clearly"
NAPPY,Diaper,"British baby wear / Hair texture described / Rest taken briefly"
NEWSY,Informative,"Full of current events / Chatty and gossipy / News-filled content"
NEXUS,Connection,"Central linking point / Network's core established / Hub of activity"
NIFTY,Clever,"Neat and effective / Stylishly impressive / Handy and useful"
NIMBY,Protester,"Not in my backyard / Local opposition voiced / Resistance to change"
NIPPY,Chilly,"Cold bite in the air / Quick and agile movement / Brisk temperature"
NITRO,Explosive,"Nitrogen compound / Cold brew coffee style / Power boosted fast"
NIXED,Rejected,"Veto was applied / Plan was cancelled quick / Refusal given"
NOSED,Sniffed,"Scent was followed close / Prying into business / Lead was narrow"
NOTED,Observed,"Recognition given / Attention was paid / Written down for record"
NUKED,Destroyed,"Microwave heated / Nuclear attack launched / Completely ruined"
NUTSO,Crazy,"Insane behavior / Completely out of mind / Bonkers described"
OARED,Rowed,"Paddle propelled boat / Equipped with rowing tools / Water travel made"
OASIS,Refuge,"Desert water found / Relief amid the harsh / Green spot in dry land"
OCHRE,Color,"Yellow-brown earth tone / Pigment from the ground / Ancient paint still used"
ODEUM,Theater,"Concert hall awaits / Greek performance venue / Music echoes here"
OFFED,Killed,"Slang for murder done / Eliminated completely / Taken out for good"
OGLED,Stared,"Eyes lingered too long / Inappropriate looking / Gawking at someone"
OGLER,Leerer,"One who stares too much / Making others uncomfortable / Creepy observer"
OILED,Lubricated,"Friction was reduced / Machine runs smooth / Skin was moisturized"
OILER,Worker,"Petroleum employee / One who applies lubricant / Houston team name"
OKAPI,Animal,"Giraffe's shy cousin / Striped legs forest dweller / Congo mystery"
OLDIE,Classic,"Song from the past / Something old but loved / Vintage treasure kept"
OOMPH,Energy,"Power and vigor / Extra push applied / Attractive quality"
OOZED,Seeped,"Slowly leaked out / Exuded with viscosity / Dripped in thick flow"
OPTED,Chose,"Selection was made / Decision to participate / Preference expressed"
ORATE,Speak,"Formal speech given / Public speaking performed / Eloquence displayed"
ORBED,Spherical,"Round and circular / Shaped like a ball / Globe-like appearance"
OUIJA,Board,"Spirit communication / Planchette moves mysteriously / Seance tool waiting"
OUTED,Exposed,"Secret revealed / Hidden truth made public / Identity disclosed"
OUTRE,Bizarre,"Unconventional style / Beyond normal boundaries / French for outlandish"
OWNED,Possessed,"Property belonged / Dominated completely / Admitted the truth"
OXBOW,Bend,"River curves sharply / U-shaped lake formed / Meandering water"
PACED,Walked,"Back and forth movement / Speed was regulated / Measured the distance"
PACER,Runner,"One who sets the speed / Heart rhythm device / Leader of the pack"
PADRE,Priest,"Father in Spanish / Military chaplain serves / Religious figure"
PAEAN,Hymn,"Song of praise rises / Joyful tribute expressed / Celebration sung"
PAGED,Called,"Summoned by announcement / Book numbers marked / Beeper went off"
PAGER,Device,"Old communication / Beeping when message came / Pre-cell technology"
PALED,Whitened,"Color drained away / Comparison diminished / Fear showed on face"
PANDA,Bear,"Black and white beauty / Bamboo eating treasure / China's gentle giant"
PANTY,Undergarment,"Intimate apparel / Worn beneath the clothes / Raid mentioned often"
PARCH,Dry,"Moisture removed all / Thirst became severe / Heat withered plants"
PARED,Trimmed,"Skin was removed thin / Reduced to essential / Cut away excess"
PASSE,Outdated,"No longer fashionable / Time has moved beyond / Old news already"
PAVED,Covered,"Road surface was laid / Way was prepared smooth / Path made accessible"
PAVER,Brick,"Stone for the walkway / Worker laying the surface / Garden path maker"
PAWED,Touched,"Animal's foot contact / Handled clumsily / Searching through items"
PEEVE,Annoyance,"Pet irritation / Small thing that bothers much / Particular bother"
PEONY,Flower,"Lush bloom opens full / Pink and fragrant garden star / Beauty brief but bright"
PEPPY,Energetic,"Full of vim and vigor / Bouncy and enthusiastic / Lively attitude"
PETER,Fade,"Energy ran out / Name also commonly used / Diminish slowly"
PETIT,Small,"French for little / Petite in stature / Delicate and fine"
PETRI,Dish,"Culture growing plate / Laboratory essential / Bacteria's home"
PHISH,Scam,"Online fraud attempt / Band name also / Stealing information"
PIKED,Pointed,"Sharp end positioned / Body bent at waist / Dive position held"
PIKER,Cheapskate,"Unwilling to bet big / Stingy participant / Small-time operator"
PILAF,Rice,"Seasoned grain dish / Middle Eastern favorite / Flavored with broth"
PILED,Stacked,"Heap was created / Accumulation grew / Layers built up high"
PINED,Yearned,"Longing consumed heart / Missing deeply felt / Grief for the absent"
PINOT,Wine,"Grape variety / Noir or Grigio follows / French wine classic"
PINUP,Poster,"Attractive image / Wall decoration model / Glamour displayed"
PIPED,Channeled,"Music came through / Decoration squeezed on / Voice spoke up suddenly"
PIPET,Tube,"Laboratory tool / Liquid measured precisely / Dropper for science"
PISTE,Slope,"Ski run marked clear / Fencing strip bounded / French for track"
PLASM,Substance,"Living matter base / Cytoplasm shortened / Biological fluid"
PLEBE,Freshman,"First-year cadet / Lowest rank at academy / Newcomer learning"
PLINK,Sound,"Light metallic ping / Casual shooting done / Musical note plucked"
PLONK,Wine,"Cheap bottle opened / Sound of dropping down / Inferior vintage"
POACH,Steal,"Eggs cooked gently / Animals taken illegally / Talent recruited wrongly"
POKED,Prodded,"Finger jabbed forward / Social media checked / Investigation done"
POKEY,Jail,"Slow moving pace / Prison slang term / Small and cramped space"
POLED,Pushed,"Boat propelled along / Vault attempted / Stick used for movement"
POLIO,Disease,"Paralysis strikes / Vaccine nearly eliminated / Iron lung memories"
POLIS,City,"Greek city-state / Police shortened sometimes / Political community"
POOFY,Fluffy,"Volume expanded / Air filled the material / Big and puffy style"
POPUP,Appear,"Sudden window shows / Temporary store opens / Surprise emerges"
PORED,Studied,"Examined closely / Reading with attention / Absorbed in the text"
PORKY,Chubby,"Pig-like in build / Pudgy appearance / Rotund physique shown"
POSED,Positioned,"Stance was assumed / Question was presented / Modeling for camera"
POTTY,Toilet,"Child's training seat / Slightly crazy described / Bathroom informal"
PRICY,Expensive,"Costs more than expected / Alternate spelling used / Budget stretched thin"
PRIMA,First,"Donna follows often / Leading lady named / Principal position"
PRION,Protein,"Misfolded killer / Brain disease cause / Infectious particle"
PRISS,Fuss,"Overly proper / Affectation displayed / Prissy behavior"
PROLE,Worker,"Working class member / Proletariat shortened / Ordinary person"
PROMO,Advertisement,"Promotional material / Marketing content / Advance publicity"
PROTO,First,"Original version / Prefix meaning early / Prototype precursor"
PSHAW,Dismissal,"Expression of contempt / Disbelief vocalized / Scorn made audible"
PSYCH,Mind,"Mental discipline / Tricked and fooled / Soul in Greek origin"
PSYOP,Operation,"Psychological warfare / Military information / Mind manipulation"
PUBIS,Bone,"Pelvic area / Anatomical term / Lower abdomen"
PUDGE,Chub,"Extra softness / Slight overweight / Affectionate chubbiness"
PUKED,Vomited,"Stomach rejected / Contents came back up / Illness expelled"
PUNKY,Rebellious,"Punk rock styled / Poor quality described / Attitude displayed"
PUNNY,Wordplay,"Full of puns / Dad joke territory / Humor through language"
PUPAE,Stage,"Insects transforming / Plural of pupa / Metamorphosis phase"
PWNED,Defeated,"Gaming victory / Owned misspelled becomes slang / Dominated completely"
PYLON,Marker,"Traffic cone large / Electrical tower stands / Boundary established"
QUAFF,Drink,"Hearty swallow taken / Beer consumed with gusto / Deep draft enjoyed"
QUANT,Analyst,"Quantitative expert / Financial math wizard / Data professional"
QUESO,Cheese,"Spanish word for it / Melted dip for chips / Tex-Mex favorite"
QURAN,Book,"Islamic scripture / Holy text recited / Divine revelation"
RACED,Sped,"Competition ran / Heart beat quickly / Time was fought against"
RADON,Gas,"Radioactive element / Basement hazard found / Silent deadly threat"
RAGED,Stormed,"Fury was expressed / Storm intensified / Anger unleashed full"
RAGER,Party,"Wild celebration / One who shows great fury / Intense gathering"
RAKED,Gathered,"Leaves collected up / Gunfire swept across / Profits accumulated"
RANGY,Lean,"Long-limbed and thin / Wide-ranging coverage / Gangly appearance"
RATED,Evaluated,"Score was given / Classification assigned / Judgment rendered"
RATER,Judge,"One who evaluates / Scoring authority / Assessment giver"
RAVED,Praised,"Enthusiasm poured / Delirious talking / Party scene attended"
RAVER,Dancer,"Electronic music fan / Party attendee wild / Enthusiastic one"
RAZED,Demolished,"Building torn down / Destroyed to the ground / Flattened completely"
REBID,Retry,"Auction attempt again / Bridge play strategy / Second offer made"
REBUY,Repurchase,"Buying back the thing / Poker tournament option / Second purchase made"
RECON,Scout,"Reconnaissance done / Military survey / Information gathered"
REDID,Repeated,"Done over again / Changed what was finished / Second attempt made"
REDUB,Rename,"New title given / Recording voice again / Dubbing repeated"
REDUX,Returned,"Brought back again / Latin for restored / Revisited work"
REFRY,Recook,"Beans cooked twice / Frying done again / Heat applied second time"
REIFY,Materialize,"Abstract made concrete / Concept becomes real / Treating as tangible"
REIKI,Healing,"Energy work done / Japanese practice / Spiritual palm therapy"
REMAP,Redirect,"Route changed new / Controls reassigned / Boundaries redrawn"
REMIX,Remake,"Song altered fresh / Different version created / Music transformed"
RERAN,Repeated,"Show broadcast again / Race was run once more / Past tense of rerun"
RESAW,Reviewed,"Witnessed once more / Cut with saw again / Looked at a second time"
RESOD,Replant,"New grass laid down / Lawn replaced fresh / Turf installed again"
RETAG,Relabel,"New tag attached / Identification changed / Marked once more"
RETIE,Refasten,"Knot made again / Shoes secured once more / Bond restored"
REWAX,Polish,"Shine restored new / Floor treatment repeated / Surface sealed again"
REWON,Reclaimed,"Victory repeated / Prize taken back / Won again successfully"
RHEUM,Discharge,"Watery eye mucus / Cold symptom appears / Medical term"
RICIN,Poison,"Deadly toxin waits / Castor bean extract / Bioweapon threat"
RILED,Angered,"Irritation stirred / Temper was provoked / Annoyance caused"
RITZY,Fancy,"Elegant and posh / High-class atmosphere / Luxurious style"
RIVEN,Split,"Torn apart by force / Divided violently / Fractured completely"
ROBED,Dressed,"Formal garment worn / Covered in flowing cloth / Judge's attire on"
ROMAN,Latin,"Empire's legacy / Typeface upright standing / Classical civilization"
ROPED,Lassoed,"Caught with the lariat / Brought into the scheme / Tied and secured"
ROPER,Cowboy,"One who throws lasso / Cattle handler skilled / Western ranch hand"
ROSIN,Resin,"Bow friction source / Pine tree extract / Sticky substance applied"
ROUST,Evict,"Rough hands shake the dream / No more rest for weary souls / Morning comes by force"
ROVED,Wandered,"Traveled without aim / Roaming far and wide / Nomadic movement"
ROWED,Paddled,"Oars pulled through water / Argument was had / Line was formed"
RUBLE,Currency,"Russian money unit / Soviet era continued / Monetary value"
RUING,Regretting,"Feeling sorry now / Lamenting past decisions / Repentance ongoing"
RULED,Governed,"Authority exercised / Line was drawn straight / Decision was made"
RUMMY,Card game,"Matching sets and runs / Gin variety popular / Also means strange"
RUNNY,Liquid,"More liquid than wanted / Nose drips constantly / Consistency too thin"
RUNUP,Approach,"Lead before the jump / Period leading to event / Increase before peak"
SABER,Sword,"Curved blade swings / Cavalry weapon / Fencing discipline"
SABLE,Black,"Dark fur valued high / Heraldic color named / Marten's precious coat"
SABRE,Sword,"British spelling waits / Same weapon different / Alternative form"
SAGGY,Drooping,"Gravity has won / Firmness departed / Hanging low and loose"
SAMBA,Dance,"Brazilian rhythm moves / Carnival celebration / Festive hip shaking"
SAMEY,Similar,"Too much alike / Lacking distinction / Repetitive feeling"
SATED,Satisfied,"Hunger was fulfilled / Desire completely met / Enough was consumed"
SAVED,Rescued,"Kept from destruction / Money was put away / Data was preserved"
SAVER,Preserver,"One who keeps things safe / Economical person / Screen protecting mode"
SAWED,Cut,"Blade moved back forth / Teeth bit through the wood / Sawing completed"
SCAPE,View,"Landscape shortened / Scene observed / Escape without the e"
SCHMO,Fool,"Stupid person named / Yiddish insult delivered / Ordinary joe"
SCHWA,Sound,"Neutral vowel made / Linguistics term / Upside down e"
SCOOT,Move,"Quick departure made / Slide over for space / Hurry along now"
SCRIP,Certificate,"Temporary money / Substitute currency / Paper promise"
SCROD,Fish,"Young cod prepared / New England specialty / Atlantic catch"
SCUFF,Mark,"Shoes show the wear / Dragging feet leaves traces / Surface scratched light"
SCULL,Row,"Racing boat glides / Oar pivots at stern / Rowing technique"
SEAMY,Sordid,"Dark underbelly / Unpleasant side shown / Rough reality"
SEDER,Meal,"Passover dinner / Ritual feast observed / Jewish tradition"
SEDGE,Grass,"Wetland plant grows / Grass-like but different / Marsh vegetation"
SEWED,Stitched,"Needle pulled thread / Fabric was joined / Mending completed"
SHEAF,Bundle,"Papers bound together / Wheat stalks gathered / Collection tied"
SHILL,Promoter,"Secret accomplice / Fake customer planted / Deceptive endorser"
SHIVA,Mourning,"Jewish grieving time / Seven days observed / Hindu god also"
SHLEP,Carry,"Dragging with effort / Tedious journey made / Yiddish for haul"
SHLUB,Oaf,"Slovenly person / Unattractive described / Yiddish put-down"
SHOED,Fitted,"Horse's hooves covered / Feet were properly covered / Footwear applied"
SHRED,Strip,"Torn into pieces / Guitar solo ripped / Evidence destroyed"
SIDED,Aligned,"Took a position / Joined one party / Covered with material"
SIDLE,Edge,"Moving sideways / Approaching carefully / Easing over slow"
SILTY,Muddy,"Fine sediment rich / River bottom texture / Soil composition"
SINUS,Cavity,"Facial hollow space / Infection causes pain / Air pocket in skull"
SIRED,Fathered,"Offspring produced / Male parentage established / Begotten by him"
SITAR,Instrument,"Indian strings resonate / Raga music flows / Gourd-bodied beauty"
SITED,Located,"Position established / Placed in specific spot / Location chosen"
SITUP,Exercise,"Core strength builder / Abdominal workout / Rising from lying down"
SIZED,Measured,"Dimensions determined / Evaluated for fit / Coated with glue"
SKEET,Shooting,"Clay pigeon sport / Target launched in air / Gun skill tested"
SKEIN,Length,"Yarn wound loose / Thread's measured bundle / Geese flying formation"
SKIED,Descended,"Slopes were conquered / Snow travel completed / Mountain adventure"
SLAKE,Quench,"Thirst was satisfied / Lime was treated wet / Desire fulfilled"
SMARM,Flattery,"Excessive charm / Oily ingratiating / Unctuous behavior"
SMUSH,Squash,"Pressed flat with force / Squished together tight / Informal crushing"
SNARF,Devour,"Eating with gusto / Computing term also / Grabbing quickly"
SNARK,Sarcasm,"Snide commentary / Cutting wit displayed / Attitude shown"
SNOOT,Snob,"Nose in the air / Condescending person / Pretentious attitude"
SOFTY,Pushover,"Easily moved person / Tender-hearted soul / Not tough at all"
SOLED,Bottomed,"Shoe base attached / Fish prepared flat / Foundation added"
SOPPY,Soaked,"Drenched with liquid / Overly sentimental / Wet and dripping"
SOUPY,Thick,"Consistency of soup / Foggy atmosphere / Dense and murky"
SOWED,Planted,"Seeds scattered wide / Future crop begun / Consequences started"
SPIFF,Bonus,"Sales commission paid / Making neat and trim / Cleaning up nice"
SPLAY,Spread,"Fingers extended / Awkwardly spread out / Turned outward"
SPUME,Foam,"Sea spray rises / Froth on angry waves / Nature's white cap"
SQUAB,Pigeon,"Young bird prepared / Dove for the table / Cushioned seat too"
STAPH,Bacteria,"Staphylococcus / Infection causing germ / Medical concern"
STENO,Shorthand,"Stenography practiced / Secretary's skill / Quick notation"
STENT,Device,"Artery kept open / Medical tube inserted / Support structure"
STREP,Bacteria,"Throat infection cause / Streptococcus shortened / Painful swallowing"
STREW,Scatter,"Spreading about random / Objects thrown carelessly / Distribution messy"
STRUM,Play,"Guitar strings brushed / Casual playing style / Music made simple"
SUDSY,Foamy,"Soap bubbles form / Lather covers surface / Clean and bubbly"
SUNUP,Dawn,"Morning light arrives / Day begins its journey / Sunrise moment"
SWAIN,Suitor,"Young lover courts / Rustic boyfriend archaic / Romantic pursuer"
SWALE,Valley,"Low-lying land dips / Drainage area natural / Marshy depression"
SWANG,Swung,"Past tense alternate / Arc completed / Movement through air"
SWANK,Fancy,"Showy and elegant / Stylish display / Ostentatious wealth"
SWIPE,Steal,"Quick theft executed / Card reader motion / Criticism delivered"
SYNCH,Synchronize,"Timing aligned / Harmonized together / In step with each other"
TALKY,Wordy,"Too many words used / Film heavy on dialogue / Conversation excessive"
TALUS,Slope,"Rock debris collected / Ankle bone named / Cliff base accumulation"
TAMED,Domesticated,"Wild nature calmed / Brought under control / Civilization achieved"
TAPED,Recorded,"Audio captured / Adhesive applied / Bound with sticky strip"
TARRY,Linger,"Delay the leaving / Stay longer than planned / Coated with tar"
TASED,Shocked,"Stun gun deployed / Electric current applied / Immobilized target"
TASER,Weapon,"Electric stun gun / Non-lethal force option / Shocking delivery"
TATER,Potato,"Spud by another name / Slang for the tuber / Tot often follows"
TAXED,Burdened,"Revenue collected / Heavily strained / Payment demanded"
TEENY,Tiny,"Very small indeed / Diminutive in size / Little emphasized"
TELOS,End,"Ultimate purpose / Greek for goal / Reason for being"
TEMPT,Entice,"Lure toward desire / Testing willpower / Offering attraction"
TERRY,Cloth,"Towel material / Looped fabric surface / Absorbent texture"
TETRA,Four,"Greek prefix meaning / Aquarium fish named / Number indicated"
THINE,Yours,"Old English possessive / Archaic thy / Shakespeare's language"
TIDED,Lasted,"Carried through time / Brief assistance given / Survived the wait"
TILED,Covered,"Surface decorated / Ceramic squares laid / Pattern established"
TIMED,Measured,"Duration recorded / Clock was watched / Moment chosen well"
TINNY,Thin,"Metallic sound quality / Cheap and hollow / Lacking resonance"
TIRED,Exhausted,"Energy depleted / Rest is needed badly / Worn out completely"
TITER,Level,"Antibody concentration / Laboratory measurement / Medical term"
TOADY,Sycophant,"Flattering for gain / Servile follower / Boot licker personified"
TONED,Fit,"Muscles defined / Color adjusted / Sound was created"
TONER,Ink,"Printer powder / Skin astringent / Color corrector"
TONEY,Upscale,"Fashionable area / High class described / Alternate spelling"
TORAH,Scripture,"Jewish law contained / Five books of Moses / Holy teaching"
TORTE,Cake,"Rich layered dessert / European pastry / Dense and delicious"
TOTED,Carried,"Burden was transported / Load was moved along / Hauling completed"
TOWED,Pulled,"Vehicle dragged behind / Boat brought to shore / Rope provided motion"
TOYED,Played,"Manipulation occurred / Amusement was had / Flirting happened"
TRANS,Across,"Prefix for crossing / Gender identity / Transition indicated"
TREED,Cornered,"Chased up into branches / Trapped with no escape / Hunted to refuge"
TRESS,Lock,"Hair strand falls / Flowing locks described / Poetic for strand"
TRIKE,Tricycle,"Three-wheeled ride / Child's vehicle / Balance not needed"
TRILL,Warble,"Rapid alternation / Bird song vibration / Musical ornament"
TROMP,Stamp,"Heavy walking done / Trudging through with force / Stomping along"
TUBBY,Chubby,"Rounded in shape / Pleasantly plump / Bathtub nickname"
TUBED,Failed,"Down the tube went / Surfing accomplished / Cylinder shaped"
TUFTY,Clumped,"Small bunches formed / Grassy clusters growing / Tufted appearance"
TUMMY,Stomach,"Belly affectionately / Child's word for gut / Informal abdomen"
TUNED,Adjusted,"Pitch was corrected / Channel was selected / Engine optimized"
