word,synonym,haiku
spiny,thorny,"Protection in points / Nature guards what's soft inside / Approach with caution"
spook,scare,"The ghost does its work / Fear rises in the target / Nervous now for sure"
spool,reel,"Thread wound round and round / Ready to unspin when needed / Storage in circles"
spree,binge,"Excess without stop / One more then one more again / Restraint took the day off"
spunk,spirit,"Fire in the small one / Size doesn't limit the fight / Courage in the heart"
spurn,reject,"She turned her back cold / What was offered unwanted / The no was absolute"
squib,dud,"It should have gone bang / Instead just a fizzle sits / Disappointment fires"
stalk,follow,"Behind in the shadows / Watching where the target goes / Hunter tracks the prey"
stank,reeked,"The smell was not good / Something wrong with the air here / Nose knows to retreat"
stave,ward,"Keep it back from here / The defense holds another day / Not yet has it breached"
steak,beef,"Red meat sizzles hot / Blood and fire make the meal / Primal hunger fed"
steal,take,"Quick hands find what's not theirs / The owner won't miss it yet / Theft in motion done"
steer,guide,"The wheel turns with hands / Direction chosen and held / The course set by will"
stoke,fuel,"Add more to the flame / The fire wants to grow strong / Feed what burns within"
stoop,bend,"The back curves forward / Age or weight pulls the body down / Lower than before"
strip,remove,"Layer by layer / What covered now lies exposed / Bare where cloth once was"
strut,swagger,"The walk says it all / Confidence in every step / See me as I go"
stuck,trapped,"No movement happens / What should move is held in place / Free me if you can"
stuff,things,"All the various things / Possessions pile in corners / Life accumulates"
stunk,smelled,"Past tense of the smell / What was wrong still remembered / The air was ruined"
suing,litigating,"The lawyers are called / What words can't solve courts decide / Justice costs money"
sully,tarnish,"The name is now stained / What was pure has been muddied / Reputation damaged"
sumac,plant,"Red clusters hang bright / The tart spice waits to be ground / Middle Eastern tang"
surge,rush,"The wave rises fast / Power building in the swell / The peak approaches"
swami,guru,"Eastern wisdom speaks / The teacher guides the seeking / Enlightenment waits"
swamp,marsh,"Wet earth swallows steps / The solid ground an illusion / Watch where you walk here"
swarm,horde,"Numbers overwhelm / So many moving as one / The individual lost"
swash,splash,"Water sounds its noise / Movement makes itself heard / Liquid percussion"
swear,vow,"The words bind like rope / What is promised must be kept / Oaths carry weight"
swept,cleaned,"The broom did its work / What was scattered now is gone / Order restored here"
swift,fast,"Quick beyond belief / Here and gone before you blink / Speed takes no prisoners"
swing,sway,"Back and forth it goes / Rhythm in the movement found / The arc never ends"
swoop,dive,"Down from height she comes / The target never saw it coming / Attack from above"
swore,vowed,"The promise was made / Words given cannot return / Bound by what was said"
sworn,pledged,"Committed and locked / No backing out from this now / The oath taken holds"
synod,council,"The elders convene / Church business must be settled / Wisdom gathers here"
taint,stain,"Something wrong infects / What was pure now carries mark / The blemish remains"
taker,receiver,"Hands open to get / What others have built or made / Someone must collect"
tamer,milder,"Less wild than before / The edge has been worn away / Gentle replaces fierce"
tango,dance,"Two bodies move close / The music commands the steps / Passion choreographed"
tarot,cards,"The deck speaks its truths / Symbols older than memory / Fate read in the spread"
tatty,shabby,"Worn past its best days / The fabric tells its age now / Use has taken toll"
teddy,bear,"Stuffed arms hold no child / But comfort lives in the fur / Love in button eyes"
tenet,principle,"The belief holds firm / Foundation of all the rest / From here we proceed"
tense,anxious,"Muscles won't relax / The waiting stretches the nerves / When will release come"
tepee,tent,"Canvas covers poles / Home on the plains moves with needs / Shelter follows herds"
terra,earth,"Ground beneath our feet / The solid world we stand on / Land before all else"
testy,irritable,"Short fuse burns today / Every small thing starts a fire / Best leave him alone"
theft,stealing,"Taking what's not yours / The owner returns to loss / Crime simple and old"
theta,letter,"Greek curve draws its shape / Mathematics claims another / Angles need their names"
thong,strap,"The minimal cloth / Almost nothing barely there / Less is less sometimes"
tight,snug,"No room left to spare / Everything pressed in closer / Fit is very firm"
timid,shy,"Fear holds the tongue still / The world seems too big to enter / Courage waits to grow"
toddy,drink,"Warm cup holds the night / Spirits mixed with comfort sweet / Winter remedy"
token,symbol,"Small thing stands for more / Representation in miniature / Meaning compressed here"
tonal,melodic,"Sound has its colors / The quality of the note / Music's character"
tonga,carriage,"Pulled along the road / The horse drawn cart carries all / Old ways still serve some"
torus,donut,"Circle wrapped around / The shape mathematics loves / Topology bends"
tramp,vagrant,"The road is his home / Nowhere to be is somewhere / Freedom or exile"
tread,step,"Foot falls on the ground / Each impact leaves its small mark / The path is made by walking"
trial,test,"The proving begins / What is claimed must be shown true / Evidence decides"
tribe,clan,"Blood holds these together / The group identity first / We before the me"
tried,attempted,"The effort was made / Success was not guaranteed / But she gave her all"
truce,ceasefire,"The guns go quiet / For now the fighting pauses / Peace needs its practice"
truer,more accurate,"Closer to the fact / Less deviation from real / Precision increases"
trump,beat,"The winning card falls / What seemed strong now defeated / The upset complete"
trunk,chest,"Storage for the journey / All we need packed in one box / Life made portable"
tubal,relating to tubes,"The narrow passage / Anatomy's corridors / Life travels through tubes"
tulle,fabric,"Net barely weighs a thing / The dress floats like a cloud / Delicate layers"
tumor,growth,"The cells won't stop growing / Something wrong multiplies wrong / The body betrays"
tweet,chirp,"One hundred forty characters / The world's shortest broadcast / Micro thoughts fly"
twixt,between,"The old word for between / Neither here nor yet there / In the middle space"
tying,fastening,"The knot forms slowly / What was loose becomes secure / Bound by the binding"
umbra,shadow,"Dark core of darkness / Where light cannot penetrate / The deepest shade waits"
uncut,whole,"The blade hasn't touched / Raw and complete as it came / Unedited truth"
unity,oneness,"The many as one / Differences dissolve in purpose / Together stronger"
unset,undone,"Not yet fixed in place / Still fluid still movable / Decisions unmade"
unwed,single,"No ring on the finger / The commitment not yet made / Free or lonely both"
urine,waste,"The body expels / Yellow evidence of life / Kidneys do their work"
utile,useful,"Practical value / What serves a purpose matters / Form follows function"
valor,courage,"The brave stand and face / Fear acknowledged but not obeyed / Honor in the fight"
valve,gate,"Open or closed now / The flow controlled by this piece / Direction decided"
vapor,mist,"Water becomes air / The invisible carries wet / Between states of being"
vaunt,boast,"The proud one announces / Accomplishment needs its voice / Modesty takes break"
vegan,herbivore,"No animal touched / The plate holds only plants now / Ethics in the meal"
verso,back,"The reverse side waits / Every page has two faces / Turn to find more"
vicar,priest,"The parish is his / Souls in his care Sundays full / Faith administered"
vigil,watch,"Eyes open through dark / Waiting for what may come / Sleep sacrificed"
viper,snake,"Poison in the fangs / Beauty patterns warn the wise / Death coiled in the grass"
virus,germ,"Tiny invaders spread / The body fights what it can / Sickness finds its way"
visit,call,"The door opens wide / Company expected now / Connection renewed"
vista,view,"The panorama spreads / Eyes cannot hold it all in / Beauty in the distance"
vocal,voiced,"The sound from the throat / Making thoughts into something heard / Speech is the tool"
vogue,fashion,"What is in right now / The moment's style declares itself / Next year will be different"
vomit,retch,"The body rejects / What shouldn't stay comes back up / Unpleasant but necessary"
wager,bet,"Money on the line / Prediction puts risk at stake / Win or lose finds out"
waive,forgo,"The right surrendered / What could be claimed is released / Giving up by choice"
warty,bumpy,"Surface broken up / The smooth replaced by rough knobs / Texture changes things"
waver,hesitate,"The certainty shakes / What seemed sure now seems less so / Doubt enters in"
waxen,pallid,"The color of death / Pale and slightly shining / Life drained away"
weave,interlace,"Over under through / The pattern emerges slow / Fabric from the threads"
weigh,measure,"How heavy is this / The scale tells what hands cannot / Mass made into numbers"
welch,renege,"The promise broken / What was sworn now abandoned / Trust died with the lie"
welsh,renege,"Backing out from bets / The debt goes unpaid tonight / Dishonor in the dodge"
wharf,pier,"Wood stretches to sea / Where the ships dock and unload / Land meets water here"
white,pale,"The absence of color / Snow and bone and clean sheets share / Purity in hue"
wider,broader,"More room than before / The expansion continues on / Space opening up"
widow,bereaved,"The empty bed waits / What was two now is just one / Love lives on alone"
wight,creature,"Old word for a being / Something that walks and has form / Spirit given shape"
willy,crafty,"Tricks up every sleeve / Always an angle to play / Clever past honest"
wimpy,weak,"Strength is not his gift / The heavy things stay on shelves / Help required here"
winch,hoist,"The crank pulls the load / Mechanical advantage works / Heavy things lift up"
wiser,smarter,"More knowledge than before / Experience teaches all / Learning never stops"
wispy,thin,"Almost not there at all / Barely visible traces / Delicate as breath"
women,females,"Half of all the world / Strength in forms that differ / Power in the female"
woody,forested,"Trees dominate here / The landscape thick with their trunks / Forest claims this ground"
wooly,fuzzy,"Soft fibers stand up / The texture invites the touch / Warmth in the covering"
woozy,dizzy,"The room starts to spin / Equilibrium lost now / Something isn't right"
worth,value,"What does this cost you / Not in money but in care / Meaning measured deep"
wrack,debris,"Storm left this behind / The ocean's garbage strewn about / Tide marks its high point"
wreck,ruin,"Destruction complete / What stood now lies broken down / Disaster finished"
wrest,seize,"Take by force from grip / What was held now changes hands / Struggle for control"
wring,squeeze,"Twist until dry / Every drop extracted out / Nothing left inside"
wryly,sarcastically,"The twist in the smile / Humor that cuts just a bit / Dry wit on display"
zonal,regional,"Divided by lines / Each area distinct from next / Geography parsed"
cigar,Stogie,"Smoke curls in the night / Ember glows between fingers / Ashes drift like snow"
rebut,Refute,"Words clash in the air / Truth stands firm against the false / Silence wins the day"
sissy,Timid,"They mock with cruel words / Yet courage wears many masks / Soft hearts can be strong"
humph,Snort,"A breath of disdain / Says more than a thousand words / Pride in one short puff"
awake,Alert,"Eyes open at dawn / The world sharpens into view / Sleep fades like old dreams"
blush,Flush,"Cheeks bloom crimson red / Secrets written on the skin / Heat betrays the heart"
focal,Central,"All lines converge here / The center holds everything / One point of pure light"
evade,Dodge,"Slip through grasping hands / Like water finding its way / Gone before they know"
naval,Maritime,"Ships cut through the waves / Salt and steel meet the horizon / Flags snap in the wind"
serve,Assist,"Hands extended out / Purpose found in helping others / Joy in giving more"
heath,Moor,"Purple heather blooms / Wind sweeps across open land / Wild and beautiful"
dwarf,Tiny,"Small but never less / Giants measured not by height / Strength in little things"
model,Example,"A form to follow / Perfection shaped in hard clay / Others trace the lines"
karma,Fate,"What goes comes around / The universe remembers / Seeds become the fruit"
stink,Reek,"Foul air fills the room / Noses wrinkle in protest / Windows open wide"
grade,Rank,"Measured on a scale / Numbers tell a partial tale / Worth is more than marks"
quiet,Silent,"Stillness settles down / Even heartbeats seem too loud / Peace in empty sound"
bench,Seat,"Wood worn smooth by time / Strangers rest then walk away / Stories left behind"
abate,Lessen,"The storm loses strength / Fury fades to gentle rain / Calm returns at last"
feign,Pretend,"A mask made of smiles / Truth hides beneath the surface / Acting becomes life"
major,Chief,"The greater portion / Significance demands note / Weight tips the balance"
death,Demise,"All journeys must end / The final breath slips away / Stars welcome us home"
fresh,New,"Morning dew on grass / Everything feels possible / Clean slate gleaming bright"
crust,Rind,"The hardened outside / Protecting softness within / Break through to the heart"
stool,Perch,"Three legs hold you up / A simple place to rest bones / Humble wooden throne"
colon,Bowel,"The body's dark path / Winding through our inner depths / Life processes on"
abase,Humble,"Pride brought to its knees / The mighty learn to bow down / Ego meets the floor"
marry,Wed,"Two lives become one / Promises exchanged with rings / Love sealed with a kiss"
react,Respond,"Action sparks reply / Cause and effect intertwined / Nothing stands alone"
batty,Crazy,"Mind takes a strange turn / Logic packs and leaves the room / Nonsense reigns supreme"
pride,Honor,"Head held up so high / Achievement warms the chest / Walk with shoulders back"
floss,Thread,"Thin string does its work / Between teeth where brushes fail / Small but mighty tool"
helix,Spiral,"Round and round it climbs / DNA's elegant dance / Life's blueprint unfolds"
croak,Rasp,"Frog calls from the pond / A rough voice breaks the silence / Night songs fill the marsh"
staff,Rod,"Wood steadies the walk / Support when the path grows steep / Trust the faithful pole"
paper,Sheet,"Trees become flat white / Words find home on empty space / Ideas take form"
unfed,Hungry,"The belly echoes / Emptiness demands attention / Need gnaws from within"
whelp,Pup,"Young and full of bounce / Sharp teeth and clumsy soft paws / Growing into fierce"
trawl,Dredge,"Nets sink to the deep / Dragging secrets from the dark / The sea gives its yield"
outdo,Surpass,"Beyond what was done / Pushing past the finish line / Better than before"
adobe,Clay,"Earth shaped into walls / Sun bakes the mud into home / Ancient craft endures"
crazy,Mad,"Mind spins off its track / Rules no longer seem to fit / Wild thoughts run free"
sower,Planter,"Seeds fly from the hand / Hope scattered across dark soil / Harvest starts with faith"
repay,Return,"Debt demands its due / What was given comes back round / Balance is restored"
digit,Number,"Ten fingers to count / Symbols hold infinity / Math starts with the hand"
crate,Box,"Wooden walls hold tight / Precious cargo safe inside / Journey's keeper waits"
cluck,Cackle,"Hen announces eggs / Proud proclamation rings out / Feathered trumpet call"
spike,Point,"Sharp metal rises / Piercing through what blocks its path / Nothing stops the tip"
mimic,Copy,"Watch then reproduce / Flattery in perfect form / Echo made of flesh"
pound,Thump,"Fists beat out their rage / Heavy rhythm shakes the walls / Force speaks volumes loud"
maxim,Saying,"Wisdom in few words / Generations pass it down / Truth compressed to fit"
linen,Fabric,"Cool cloth on warm skin / Crisp white sheets invite sweet rest / Comfort woven fine"
unmet,Unfilled,"Expectations wait / The empty space still remains / Promises unkept"
flesh,Skin,"Soft tissue and bone / The vessel that holds the soul / Mortal housing stands"
booby,Dunce,"The foolish one trips / Laughter follows every fall / Wisdom comes in time"
forth,Forward,"Onward into light / No looking back at the past / Progress marches on"
first,Initial,"Before all others / The starting point of the race / Priority claimed"
stand,Rise,"Feet planted firm / Refusing to be moved down / Vertical and strong"
belly,Stomach,"The center rumbles / Home of hunger and of laughs / Round and soft and real"
ivory,White,"Pale as winter moon / Elephants mourn what was lost / Beauty's heavy cost"
seedy,Shabby,"Worn down at the edge / Better days are far behind / Neglect shows its face"
print,Impress,"Ink meets the blank page / Pressure leaves its mark behind / Words made permanent"
yearn,Long,"Heart reaches across / Distance cannot stop desire / Aching for return"
drain,Empty,"All swirls away down / Nothing left but hollow space / Dry remains behind"
bribe,Payoff,"Money talks in shade / Corruption's price exchanged quick / Ethics up for sale"
stout,Thick,"Solid through and through / Built to last against all storms / Sturdy to the core"
panel,Board,"Flat piece fits in place / Experts gather to decide / Sections make the whole"
crass,Crude,"Manners left at door / Refinement is not welcome / Rough and unpolished"
flume,Channel,"Water finds its path / Carved passage guides the flow down / Mountains yield to force"
offal,Entrails,"The parts cast aside / Organs no one wants to see / Life's hidden workings"
agree,Concur,"Minds meet in the middle / Nodding heads in unison / Harmony achieved"
error,Mistake,"Wrong turn on the path / Lessons learned the harder way / Growth from every fall"
swirl,Twirl,"Round and round it goes / Patterns form in the spinning / Chaos finds its shape"
argue,Debate,"Voices rise in heat / Points collide and sparks fly out / Truth somewhere between"
bleed,Hemorrhage,"Red escapes the wound / Life force flowing outward fast / Pressure stops the loss"
delta,Mouth,"River meets the sea / Fingers spread across the land / Endings become starts"
flick,Snap,"Quick motion complete / Faster than the eye can track / Done before you blink"
totem,Symbol,"Carved faces stack high / Ancestors watch from the wood / Stories in the grain"
wooer,Suitor,"Heart in hand he comes / Romance blooms with every gift / Love seeks to be found"
front,Fore,"The face shown to all / First in line to meet the world / Leading edge stands firm"
shrub,Bush,"Not quite a full tree / Green and humble by the path / Small but still alive"
parry,Block,"Blade meets blade mid-air / Deflection saves the moment / Defense becomes art"
biome,Habitat,"Life zones circle Earth / Each region writes its own rules / Nature's neighborhoods"
lapel,Collar,"Fabric folds with style / Flowers pinned for special days / Fashion's small detail"
start,Begin,"The very first step / Everything was nothing once / Motion breaks the still"
greet,Welcome,"Smiles offered freely / Warmth extended to strangers / Hello opens doors"
goner,Doomed,"Past the point of hope / No rescue coming in time / Fate already sealed"
golem,Creature,"Clay shaped into life / Magic breathes through earthen form / Made to serve and guard"
lusty,Passionate,"Desire burns hot / Life lived without holding back / Appetite runs wild"
loopy,Dizzy,"Spinning off the rails / Logic takes a holiday / Silly rules the day"
round,Circular,"No corners to find / Perfect curve loops back on self / Endless smooth journey"
audit,Review,"Books opened for eyes / Numbers tell their honest tale / Scrutiny applied"
lying,Fibbing,"Truth bent out of shape / Deception wears a kind face / Falsehood dressed as fact"
gamma,Ray,"Third in letter's line / Radiation's piercing wave / Greek gives science names"
labor,Work,"Sweat upon the brow / Effort poured into the task / Toil builds the world"
islet,Isle,"Tiny speck of land / Surrounded by endless blue / Small world in the waves"
civic,Public,"For the common good / Citizens share in the whole / Community binds"
forge,Craft,"Fire shapes the steel / Hammer falls in steady beats / Creation through heat"
corny,Trite,"Old jokes never die / Familiar punchlines return / Groans mixed with small laughs"
moult,Shed,"Old feathers fall free / Making room for the new growth / Change leaves proof behind"
basic,Simple,"Foundation laid bare / No frills needed to stand strong / Essential remains"
salad,Greens,"Fresh leaves in a bowl / Colors tossed with oil and salt / Garden on a plate"
agate,Stone,"Banded colors swirl / Earth's slow art in mineral / Beauty in the rock"
spicy,Hot,"Tongue wakes with fire / Flavor dances past the burn / Heat brings food to life"
spray,Mist,"Droplets scatter wide / Ocean throws its salty kiss / Air becomes water"
essay,Paper,"Thoughts arranged in lines / Argument unfolds in prose / Mind commits to page"
fjord,Inlet,"Ice carved through the rock / Norway's waters cut through deep / Mountains meet the sea"
spend,Expend,"Resources flow out / Time and money both deplete / Value given up"
kebab,Skewer,"Meat speared on a stick / Fire chars the edges brown / Street food satisfies"
guild,Union,"Craftsmen join as one / Shared knowledge protects the trade / Strength in brotherhood"
aback,Startled,"Caught off guard and stunned / Wind shifts and sails lose their way / Surprise stops the mind"
motor,Engine,"Pistons pump and fire / Energy converts to force / Machines come alive"
alone,Solo,"One and only one / Silence keeps you company / Solitude's embrace"
hatch,Emerge,"Shell cracks from within / New life pushes to the light / Birth breaks through the wall"
hyper,Excited,"Energy overflows / Cannot sit still for a breath / Buzzing through the day"
thumb,Digit,"Opposable gift / Grip depends on this short friend / Hands would fail without"
dowry,Gift,"Bride's price paid in gold / Tradition's ancient exchange / Marriage sealed with wealth"
ought,Should,"Obligation calls / Duty whispers what is right / Conscience points the way"
belch,Burp,"Air escapes with sound / The body speaks without shame / Manners take a break"
dutch,Netherlands,"Windmills turn with grace / Tulips bloom in ordered rows / Land reclaimed from sea"
pilot,Aviator,"Hands guide through the clouds / Trust placed in steady control / Sky becomes the road"
tweed,Wool,"Rough woven and warm / Country fabric suits the moor / Classic never fades"
comet,Meteor,"Ice tail blazes bright / Visitor from the deep dark / Sky gets a surprise"
jaunt,Trip,"Quick journey for fun / Light feet carry you away / Adventure calls close"
enema,Flush,"Cleansing from within / Medicine's uncomfortable / Health sometimes needs help"
steed,Horse,"Four hooves thunder past / Loyal mount carries you far / Noble beast runs free"
abyss,Void,"Bottomless and dark / The deep swallows all the light / Endless falling waits"
growl,Snarl,"Warning from the throat / Teeth bared and ready to bite / Anger finds its voice"
fling,Toss,"Brief and without thought / Passion burns then fades away / Thrown into the wind"
dozen,Twelve,"Eggs sit in their rows / A number neat and complete / Twelve makes a full set"
boozy,Drunk,"Glass empties again / The room begins to spin round / Night blurs at the edge"
erode,Wear,"Water beats the stone / Patience wins against the hard / Time smooths everything"
world,Globe,"Sphere spinning in space / Home to all we've ever known / Blue marble floats on"
gouge,Dig,"Scoop out what was whole / Violent removal leaves scars / Holes where flesh once was"
click,Snap,"Small sound big result / Button pressed and things begin / Instant connection"
briar,Thorn,"Sharp points guard the rose / Pain waits for careless fingers / Beauty has its price"
great,Grand,"Above all the rest / Excellence that stands apart / Magnitude defined"
altar,Shrine,"Sacred table waits / Offerings placed with reverence / Holy space holds peace"
pulpy,Soft,"Flesh squeezed into mush / Texture somewhere between states / Neither firm nor juice"
blurt,Exclaim,"Words escape too fast / No filter stops the tumble / Said before you think"
coast,Shore,"Land meets endless blue / Waves arrive then slip away / Edge of solid ground"
duchy,Domain,"Noble's land to rule / Smaller kingdom within reach / Power in a parcel"
groin,Junction,"Where the body bends / Tender spot best protected / Vulnerability"
fixer,Repairer,"Broken things made whole / Skilled hands solve what others can't / Solutions for hire"
group,Cluster,"Many become one / Individual joins the whole / Strength in numbers found"
rogue,Rebel,"Rules don't apply here / Walking paths the map forgot / Freedom on the fringe"
badly,Poorly,"Not up to the mark / Execution falls far short / Failure plain to see"
smart,Clever,"Quick mind finds the way / Intelligence lights the path / Sharp thoughts cut through fog"
pithy,Terse,"Much said in few words / Brevity holds all the weight / Less becomes much more"
gaudy,Flashy,"Too much for the eyes / Taste left at home by mistake / Excess screams for looks"
chill,Cool,"Cold creeps through the air / Shivers run along the spine / Winter whispers close"
heron,Crane,"Still legs in the marsh / Patient hunter waits for fish / Grace in slow motion"
vodka,Spirit,"Clear fire in a glass / Russian waters burn the throat / Warmth blooms from within"
finer,Better,"Quality refined / Improvements polish the rough / Excellence achieved"
surer,Certain,"Doubt fades into trust / Confidence grows roots and stands / Knowing settles in"
radio,Broadcast,"Waves carry the voice / Invisible threads connect / Sound flies through the air"
rouge,Red,"Color on the cheek / Blush applied with careful hand / Beauty painted on"
perch,Roost,"Bird settles on branch / High above the ground below / Safe spot claimed for rest"
retch,Gag,"Stomach turns and heaves / Body rejects what's inside / Sickness finds its way"
wrote,Penned,"Ink flowed into words / Thoughts captured on waiting page / Stories given form"
clock,Timer,"Hands sweep round the face / Seconds tick away the day / Time made visible"
tilde,Accent,"Small wave on a line / Spanish letters wear the mark / Curves change how we speak"
store,Shop,"Goods line up on shelves / Commerce waits for wanting hands / Trade happens inside"
prove,Verify,"Evidence speaks truth / Demonstration removes doubt / Facts confirm the claim"
bring,Carry,"Transport to this place / Hands deliver what was asked / Arrival completes"
solve,Resolve,"Puzzle pieces fit / Answer emerges from thought / Problem meets its end"
cheat,Deceive,"Rules bent out of shape / Dishonor takes the shortcut / Victory tastes false"
grime,Filth,"Dirt builds up in layers / Neglect leaves its grimy mark / Scrubbing waits ahead"
exult,Rejoice,"Joy bursts from the chest / Triumph demands celebration / Victory sings loud"
usher,Guide,"Leading down the aisle / Hands point the way to your seat / Service with a smile"
epoch,Era,"Time marks its chapter / History shifts to new ground / Ages come and go"
triad,Trio,"Three points make the shape / Power in the trinity / Balance found in threes"
break,Shatter,"Whole becomes the parts / Fracture lines spread through the solid / Damage done complete"
rhino,Beast,"Horn rises from snout / Armor skin defies the world / Ancient power walks"
viral,Spreading,"Contagion takes hold / From one to millions it jumps / Sharing without end"
conic,Tapered,"Circle stretched to point / Geometry in ice cream / Shapes define the form"
masse,Stroke,"Cue strikes from above / Spin defies the expected / Billiards shows its art"
sonic,Audio,"Sound waves fill the space / Speed that breaks the barrier / Hearing made concrete"
vital,Essential,"Life depends on this / Without it nothing survives / Necessary core"
trace,Track,"Faint lines left behind / Following the subtle path / Evidence remains"
using,Employing,"Tools put to their task / Purpose found in application / Function realized"
peach,Fruit,"Fuzzy skin holds sweet / Summer captured in soft flesh / Juice runs down the chin"
champ,Winner,"First across the line / Glory earned through sweat and will / Champion stands tall"
baton,Stick,"Passed from hand to hand / Relay racers share the load / Command in a rod"
brake,Stop,"Pressure slows the wheels / Motion meets resistance now / Speed surrenders here"
pluck,Pick,"Fingers pull the string / Courage gathered for the task / Taking what you need"
craze,Fad,"Everyone must have / Obsession sweeps through the crowd / Fashion burns then fades"
gripe,Complain,"Grievances pour out / Dissatisfaction finds voice / Nothing pleases here"
weary,Tired,"Bones ache for the bed / Exhaustion weighs down the soul / Rest calls from afar"
picky,Fussy,"Nothing meets the mark / Standards set impossibly / Choosy to a fault"
acute,Sharp,"Angle narrow cut / Perception keen as a blade / Intense and precise"
ferry,Boat,"Water taxi glides / Passengers cross to the shore / Voyage short but sweet"
aside,Apart,"Stepped out of the way / Separate from the main flow / Margins hold their space"
tapir,Mammal,"Snout like small trunk grows / Forest dweller sniffs the ground / Ancient creature roams"
troll,Lurker,"Under bridge it waits / Mischief maker stirs the pot / Shadows hide the pest"
unify,Merge,"Separate becomes one / Differences dissolve away / Unity achieved"
rebus,Puzzle,"Pictures speak as words / Symbols stand for sounds we know / Riddles drawn not wrote"
boost,Lift,"Push from down below / Extra power when you need / Rising gets some help"
truss,Brace,"Beams support the weight / Structure holds against the strain / Engineering's gift"
siege,Blockade,"Walls surrounded tight / Patience starves the enemy / Waiting wins the war"
tiger,Feline,"Stripes blaze through the green / Power coiled in orange fur / Jungle's perfect death"
banal,Dull,"Nothing special here / Ordinary fills the space / Boring reigns supreme"
slump,Sag,"Posture gives up hope / Shoulders drop toward the ground / Energy depletes"
crank,Handle,"Turn the stubborn wheel / Rotation starts the machine / Effort brings results"
gorge,Canyon,"Walls rise on both sides / River carved through ancient stone / Depth swallows the light"
query,Question,"Asking seeks the truth / Curiosity needs fed / Answers hide ahead"
drink,Sip,"Liquid meets the lips / Thirst finds its remedy here / Swallow brings relief"
favor,Kindness,"Help without a price / Goodwill offered to a friend / Debt of gratitude"
abbey,Monastery,"Stone walls hold the prayers / Monks walk silent corridors / Faith lives in the halls"
tangy,Zesty,"Tongue wakes with a zing / Flavor bright and sharp and bold / Taste buds stand alert"
panic,Fear,"Heart races too fast / Reason flees the frightened mind / Terror takes control"
solar,Sunny,"Energy from far / Star power reaches the earth / Light becomes the fuel"
shire,County,"Rolling English hills / Hobbits might live in such lands / Countryside so green"
proxy,Substitute,"Standing in the place / Representing someone else / Authority lent"
point,Tip,"Sharp end of the thought / Exactly where meaning lives / Precision defined"
robot,Machine,"Metal learns to move / Programmed purpose guides each step / Future serves us now"
prick,Pierce,"Sharp end breaks the skin / Small wound from a tiny point / Pain from something small"
wince,Flinch,"Face contracts in pain / Anticipation of hurt / Body braces quick"
crimp,Fold,"Edges pinched to hold / Pressure seals the pastry shut / Texture formed by force"
knoll,Hill,"Small rise in the land / Gentle mound above the flat / Modest elevation"
sugar,Sweet,"Crystals dissolve fast / Sweetness spreads across the tongue / Pleasure in each grain"
whack,Strike,"Force lands with a crack / Impact echoes through the air / Hit hard and hit true"
mount,Climb,"Ascending the height / Effort takes you to the top / Peak awaits above"
perky,Lively,"Bouncing through the day / Energy that won't sit still / Cheerful to the core"
could,Might,"Possibility / The potential waits to bloom / Maybe becomes real"
wrung,Squeezed,"Twisted until dry / Every drop forced from the cloth / Nothing left inside"
light,Glow,"Darkness pushed aside / Illumination arrives / Seeing becomes real"
those,Them,"Pointing far away / Distance marked by simple words / Others over there"
moist,Damp,"Not quite wet but close / Humidity clings to skin / In between the states"
shard,Fragment,"Broken piece of whole / Sharp edges warn of the past / Remnant of what was"
pleat,Fold,"Fabric doubled neat / Creases add dimension there / Tailoring takes shape"
aloft,Above,"High up in the air / Floating far from solid ground / Lifted toward sky"
skill,Talent,"Practice made perfect / Ability honed by time / Mastery achieved"
elder,Senior,"Years bring wisdom deep / Gray hair marks the journey long / Respect for the aged"
frame,Border,"Structure holds it all / Edges define what's inside / Boundaries give form"
humor,Comedy,"Laughter heals the soul / Finding joy in absurdity / Smiles cure the pain"
pause,Hesitate,"Motion stops mid-step / Breath held between the moments / Stillness intervenes"
ulcer,Sore,"Wound inside the flesh / Pain gnaws from within the gut / Stress eats at the walls"
ultra,Extreme,"Beyond normal bounds / Pushing past what limits say / Maximum achieved"
robin,Bird,"Red breast dots the lawn / Spring's herald hops for its worms / Morning song rings clear"
cynic,Skeptic,"Trust comes hard to them / Suspicion guards the closed heart / Doubt defines the view"
agora,Market,"Greeks gathered to trade / Public square of ancient times / Commerce meets debate"
aroma,Scent,"Invisible waves / Nose catches what eyes cannot / Smell tells its own tales"
caulk,Seal,"Filling every gap / Waterproofing line by line / Cracks closed up for good"
shake,Tremble,"Vibrations run through / Instability takes hold / Nothing holds quite still"
dodge,Evade,"Quick step to the side / Avoiding what rushes near / Escape through movement"
swill,Guzzle,"Drinking without care / Liquid pours down greedy throat / Excess in each gulp"
tacit,Unspoken,"Words not needed here / Understanding without sound / Silence speaks enough"
other,Different,"Not the same as this / Alternatives exist too / Separate from self"
thorn,Spine,"Nature's sharp defense / Roses guard with pointed pain / Beauty bites you back"
trove,Hoard,"Treasure collected / Riches gathered in one place / Wealth waits to be found"
bloke,Fellow,"British man walks by / Casual term for any guy / Mate across the pond"
vivid,Bright,"Colors that don't fade / Intensity burns the eye / Memory stays sharp"
spill,Pour,"Liquid escapes bounds / Accident spreads across floor / Cleanup waits ahead"
chant,Intone,"Voices rise as one / Repetition builds the power / Rhythm becomes prayer"
choke,Suffocate,"Air cannot get through / Throat closes against the breath / Gasping for relief"
